"","Area","Classification","Fiscal.Year","Customer","Amount"
"598","Services","Effective Competition","1991","Navy",3317029443
"599","Services","Unlabeled","1991","Navy",31000
"600","R&D","No competition","1991","Navy",1661644081
"601","R&D","No competition","1991","Navy",474874000
"602","Services","No competition","1991","Other DoD",5763000
"603","Services","No competition","1991","Other DoD",120000
"604","Services","No competition","1991","Other DoD",134343000
"605","Products","No competition","1991","Other DoD",1344000
"606","Services","Competition with single offer","1992","Air Force",175161677
"607","Services","No competition","1992","Air Force",265746137
"608","Services","No competition","1992","Air Force",198501026
"609","Services","Unlabeled","1992","Air Force",12462777
"610","Services","Unlabeled","1992","Air Force",80579
"611","Products","No competition","1992","Air Force",2403224999
"612","Services","No competition","1992","Army",226655526
"613","Services","No competition","1992","Army",30163913
"614","Services","Competition with single offer","1992","Army",150951405
"615","Services","Effective Competition","1992","Army",5636800279
"616","Services","Unlabeled","1992","Army",17848228
"617","Services","No competition","1992","DLA",70620
"618","Services","No competition","1992","DLA",139216
"619","R&D","No competition","1992","DLA",3325152
"620","R&D","No competition","1992","DLA",637131
"621","Services","No competition","1992","Navy",281649509
"622","Services","No competition","1992","Navy",1551509
"623","Services","No competition","1992","Navy",230884734
"624","Services","Competition with single offer","1992","Other DoD",1528529
"625","Services","Effective Competition","1992","Other DoD",42988756
"626","Services","No competition","1992","Other DoD",153716731
"627","Services","Unlabeled","1992","Other DoD",4690180
"628","Products","Unlabeled","1992","Other DoD",73844
"629","R&D","No competition","1992","Other DoD",53647570
"630","Services","No competition","1993","Air Force",419994672
"631","Services","No competition","1993","Air Force",493722334
"632","Services","Competition with single offer","1993","Air Force",281675511
"633","Services","Effective Competition","1993","Air Force",1968850198
"634","Products","Competition with single offer","1993","Air Force",444258786
"635","R&D","No competition","1993","Air Force",165452739
"636","Services","No competition","1993","Army",789152559
"637","Services","Effective Competition","1993","Army",868926239
"638","Services","No competition","1993","Army",3457056
"639","Services","No competition","1993","Army",421120
"640","Services","Unlabeled","1993","Army",1634670
"641","Products","Unlabeled","1993","Army",-769808
"642","R&D","No competition","1993","Army",1184788658
"643","Services","No competition","1993","DLA",15797004
"644","Services","Competition with single offer","1993","Navy",97535833
"645","Services","Effective Competition","1993","Navy",2359334849
"646","Services","No competition","1993","Navy",358048703
"647","Services","No competition","1993","Navy",123604566
"648","Services","No competition","1993","Other DoD",322387
"649","Services","Competition with single offer","1993","Other DoD",53048621
"650","Services","Effective Competition","1991","Other DoD",25687000
"651","Products","No competition","1991","Other DoD",113096000
"652","Products","Unlabeled","1991","Other DoD",38000
"653","R&D","Competition with single offer","1991","Other DoD",164503000
"654","R&D","No competition","1991","Other DoD",45679000
"655","Services","Competition with single offer","1992","Air Force",118187260
"656","Services","No competition","1992","Air Force",814250075
"657","Services","Competition with single offer","1992","Air Force",197598393
"658","R&D","No competition","1992","Air Force",116518610
"659","Services","No competition","1992","Army",1259246252
"660","Services","Unlabeled","1992","Army",43701
"661","Services","No competition","1992","Army",128800082
"662","Services","Competition with single offer","1992","Army",6094609
"663","Products","No competition","1992","Army",1638858886
"664","R&D","Effective Competition","1992","Army",3053411655
"665","Services","No competition","1992","DLA",17733370
"666","Services","Unlabeled","1992","DLA",1601205
"667","Services","No competition","1992","DLA",7617786
"668","Services","Competition with single offer","1992","DLA",154838
"669","Services","No competition","1992","DLA",5541984
"670","Products","No competition","1992","DLA",53997807
"671","Services","Competition with single offer","1992","Navy",196577078
"672","Services","Effective Competition","1992","Navy",3569677948
"673","Services","No competition","1992","Navy",1518153755
"674","Services","No competition","1992","Navy",95787666
"675","Services","Effective Competition","1992","Navy",2571144037
"676","Services","No competition","1992","Navy",161656253
"677","Services","Unlabeled","1992","Navy",27381
"678","Services","No competition","1992","Navy",549417526
"679","Services","Effective Competition","1992","Other DoD",152208389
"680","Products","No competition","1992","Other DoD",320453
"681","R&D","Unlabeled","1992","Other DoD",13124805
"682","Services","Competition with single offer","1993","Air Force",173754505
"683","Products","No competition","1993","Air Force",2124992272
"684","R&D","Effective Competition","1993","Air Force",4565017623
"685","R&D","No competition","1993","Air Force",2300617986
"686","Services","Competition with single offer","1993","Army",133721317
"687","Services","No competition","1993","Army",192547168
"688","Services","Unlabeled","1993","Army",2548688
"689","Services","Competition with single offer","1993","Army",68874197
"690","Services","No competition","1993","Army",878627348
"691","Services","No competition","1993","Army",382464700
"692","Services","No competition","1993","Army",97242594
"693","R&D","Unlabeled","1993","Army",1046432
"694","Services","Competition with single offer","1993","DLA",219177
"695","Services","No competition","1993","DLA",70620
"696","Services","No competition","1993","DLA",3535123
"697","Services","No competition","1993","DLA",18032049
"698","Services","No competition","1993","Navy",160568291
"699","Services","Competition with single offer","1993","Navy",1896895
"700","Services","Effective Competition","1993","Navy",83069007
"701","Services","No competition","1993","Navy",2810266
"702","Services","No competition","1993","Navy",374321126
"703","Services","Competition with single offer","1993","Other DoD",848214
"704","Services","Competition with single offer","1993","Other DoD",2296775
"705","Services","Effective Competition","1993","Other DoD",37299133
"706","Services","No competition","1993","Other DoD",-88452
"707","Products","Unlabeled","1993","Other DoD",904486
"708","Services","No competition","1991","Navy",511348254
"709","Services","No competition","1991","Other DoD",347000
"710","Services","Effective Competition","1991","Other DoD",143363000
"711","Services","Competition with single offer","1991","Other DoD",25984000
"712","Products","Competition with single offer","1991","Other DoD",6956000
"713","Products","No competition","1991","Other DoD",45841000
"714","R&D","Unlabeled","1991","Other DoD",18304000
"715","Services","No competition","1992","Air Force",45224114
"716","Services","No competition","1992","Air Force",635348
"717","Services","No competition","1992","Air Force",347981
"718","R&D","Competition with single offer","1992","Air Force",459603878
"719","R&D","Effective Competition","1992","Air Force",3739635320
"720","Services","Competition with single offer","1992","Army",153233059
"721","Services","Effective Competition","1992","Army",630798421
"722","Services","Unlabeled","1992","Army",2325928
"723","Services","No competition","1992","Army",833006292
"724","Services","No competition","1992","Army",372107235
"725","Services","No competition","1992","Army",90651752
"726","Services","No competition","1992","Army",24169450
"727","Products","Effective Competition","1992","Army",4800527825
"728","R&D","Unlabeled","1992","Army",-496970
"729","Services","Competition with single offer","1992","DLA",715061
"730","Services","Effective Competition","1992","DLA",36987935
"731","Services","No competition","1992","DLA",5979658
"732","Services","No competition","1992","DLA",13726186
"733","Products","Effective Competition","1992","DLA",5184157347
"734","Services","No competition","1992","Navy",131247155
"735","Services","Competition with single offer","1992","Navy",4677038
"736","Services","Effective Competition","1992","Navy",188753060
"737","Services","No competition","1992","Navy",1349404414
"738","Products","No competition","1992","Navy",9208878141
"739","Products","No competition","1992","Navy",1362025644
"740","R&D","No competition","1992","Navy",154558435
